trigger_num,name,ra,dec,lii,bii,day_trigger,time,seconds_trigger,error_radius,earth_angle,overwrite,overwritten,max_cts_64,threshold_64,flux_64,flux_64_error,flux_64_time,max_cts_256,threshold_256,flux_256,flux_256_error,flux_256_time,max_cts_1024,threshold_1024,flux_1024,flux_1024_error,flux_1024_time,t50,t50_error,t50_start,t90,t90_error,t90_start,fluence_1,fluence_1_error,fluence_2,fluence_2_error,fluence_3,fluence_3_error,fluence_4,fluence_4_error,comments_quality,comments_otherobs,comments_general,comments_position,comments_duration
2551,4B 931001,256.26,45.26,70.75,37.18, 9261,49261.05777, 4991.386, 6.59,140.75,N,Y,   0.879,  66,  0.7600,  0.2090,   0.0000,   1.227, 132,  0.5750,  0.1010,   0.1280,   1.990, 242,  0.4720,  0.0490,   0.5760,  28.128, 1.073,  -26.368,  63.392, 4.331,  -47.872,0,0.000000029037,0.00000012198,0.000000030758,0.00000055028,0.000000080682,0.00000026517,0.0000006297,,,Untriggered event at ~T+880s in LAD 0 & 2.,,Occultation step at T+18 s. limits post-burst background data.
2560,4B 931003,100.46,-45.96,254.98,-20.71, 9263,49263.88923,76829.082, 1.62,137.12,N,N,   0.984,  71,  1.0800,  0.2750,   2.6880,   1.584, 143,  0.9350,  0.1350,   2.8800,   2.892, 286,  0.7940,  0.0660,   3.2640,   6.080, 0.326,    1.600,  17.792, 0.810,   -0.640,0.00000021731,0.000000031704,0.00000030707,0.000000031762,0.000001773,0.000000080139,0.0000041375,0.0000011207,,,,,
2564,4B 931005,124.12,-25.66,245.4,5.36, 9265,49265.66002,57026.01, 9.63,177.23,N,N,   2.217,  66,  1.9330,  0.2610,   0.0640,-999, 132,  1.1470,  0.1160,   0.1920,   1.436, 264,  0.3590,  0.0500,   0.5120,   0.128, 0.091,    0.000,   0.256, 0.091,   -0.064,0.000000038731,0.000000014337,0.000000017322,0.000000011974,0.00000010745,0.000000031838,0.00000070079,0.00000073515,,,Intense bg source modulation in LAD 1.,,
2566,4B 931006,66.31,65.28,142.95,11.1, 9266,49266.89711,77510.298, 1.70,101.25,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval. Very limited data available.,Ulysses rate increase,,Location Derived using only max rates,"Visual duration estimate of > 20 s, using MER and TTS data."
2567,4B 931007,237.09,-12.54,355.98,31.57, 9267,49267.18356,15859.354, 4.59,81.36,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval. Limited data available.,,,,"Visual duration estimate of > 10 s, using DISCLB data."
2569,4B 931008-,280.11,-41.55,353.87,-15.69, 9268,49268.03125, 2699.674, 4.47,108.08,N,N,   1.163,  71,  1.1580,  0.2470,   0.3840,   2.129, 143,  1.0260,  0.1230,   0.1920,   2.490, 264,  0.8500,  0.0600,   0.8320,   8.832, 0.580,    0.576,  23.680, 1.675,   -0.064,0.00000021843,0.000000022945,0.00000019442,0.000000022964,0.00000039574,0.000000056954,0.00000080555,0.00000086654,,,,,
2570,4B 931008-,42.98,21.37,156.98,-33.42, 9268,49268.30434,26294.554, 0.85,136.45,N,N,   2.759,  66,  2.7870,  0.3020,   5.1840,   4.683, 132,  2.5560,  0.1470,   5.3760,   7.939, 242,  2.2290,  0.0710,   1.4720,   6.208, 0.143,    1.984,  13.824, 1.793,    0.256,0.00000041369,0.00000002528,0.00000093189,0.000000027828,0.0000037559,0.000000068975,0.0000049029,0.00000075305,,Ulysses rate increase,Occultation step (decay) at ~T+650s in LAD 6 (bg source).,,
2571,4B 931008-,165.4,33.93,190.1,65.47, 9268,49268.46471,40150.682, 0.86,139.44,N,N,,,  3.5750,  0.3260,   1.2800,,,  3.3390,  0.1600,   1.4080,,,  3.0990,  0.0790,   1.4720,,,,,,,0.0000022404,0.000000033526,0.0000030479,0.000000039715,0.000012425,0.00000010856,0.000069599,0.000001839,Data gap during burst accumulation interval.,Ulysses rate increase,,,Visual duration estimate of > 115 s.
2581,4B 931013-,169.23,19.11,228.2,66.88, 9273,49273.6236,53879.066, 2.12,141.96,N,N,   2.109,  66,  1.9470,  0.2720,   4.2240,   3.253, 132,  1.6590,  0.1310,   4.4160,   3.549, 264,  1.1290,  0.0600,   4.9280,  51.264, 0.905,    5.184, 104.352, 5.473,   -4.736,0.00000076353,0.000000040462,0.00000079585,0.00000003484,0.000002234,0.000000089284,0.0000044024,0.0000012591,,,Occultation step (decay) at ~T-80s in LAD 3.,,
2582,4B 931013-,211.55,14.39,0.5,68.42, 9273,49273.70415,60838.938,11.65,91.4,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,,,,"TTS, and DISCLA.; Visual duration estimate of ~ 0.25 s, using TTE, DISCSC, DISCLB"
2583,4B 931013-,44.42,64.28,136.11,4.69, 9273,49273.71923,62141.786, 3.56,90.13,Y,N,,,  9.6810,  0.4460,   0.0000,,,  4.5250,  0.1690,   0.0640,,,  1.2000,  0.0630,   0.1920,   0.128, 0.091,   -0.064,   0.256, 0.091,   -0.192,0.0000000186,0.000000010061,0.000000058441,0.000000009652,0.00000028458,0.000000026297,0.000001444,0.00000034999,Data gap at ~T+70s.,,,,
2585,4B 931014-,57.86,-38.89,242.15,-50.91, 9274,49274.49728,42964.634, 9.43,136.07,N,N,,,  0.6830,  0.2220,  -0.6400,,,  0.5930,  0.1090,  -0.6400,,,  0.3930,  0.0530,  -0.2560,   0.448, 0.091,   -1.024,   0.832, 0.091,   -1.216,0.00000001872,0.0000000028849,0.00000002837,0.0000000031214,0.000000039917,0.000000006999,0,0.000000070083,Data gap during burst accumulation interval.,,,,
2586,4B 931014-,272.5,9.34,36.68,13.41, 9274,49274.70905,61261.722, 0.50,121.01,N,N,   8.272,  71, 10.1930,  0.4510,   0.7680,  12.868, 143,  8.6420,  0.2100,   6.5920,  17.948, 286,  5.9510,  0.0920,  10.3680,   7.936, 0.091,    1.600,  12.864, 0.264,    0.320,0.00000077926,0.000000024249,0.0000016979,0.000000025852,0.0000071913,0.000000072256,0.0000048455,0.00000069006,,Ulysses rate increase,Occultation step (rise) at ~T-900s in LAD 0 & 4 (bg source).,,
2587,4B 931015,338.08,61.98,107.36,3.39, 9275,49275.41674,36006.554, 2.51,110.08,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,,,,"Visual duration estimate of > 12 s, using DISCLB data."
2588,4B 931016-,66.39,-46.92,253.18,-43.98, 9276,49276.39184,33854.618, 1.95,85.84,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,,Occultation step (rise) at ~T+200s in LAD 7.,,"Visual duration estimate of > 15 s, using MER and TTS data."
2589,4B 931016-,76.22,41.34,165.08,0.09, 9276,49276.52277,45167.258, 6.10,76.95,N,N,   0.818,  66,  0.8810,  0.2460,   0.0000,   1.032, 132,  0.7250,  0.1200,   0.1920,   1.291, 264,  0.6220,  0.0590,   0.4480,  31.072, 1.056,  -27.648,  55.968, 1.448,  -44.032,0.00000022379,0.000000023652,0.00000018427,0.000000024835,0.00000031342,0.00000006209,0.00000095934,0.00000091215,,,Occultation step (rise) at ~T-50s in LAD 3 & 7 (bg source).,,Includes significant pre-trigger emission.
2590,4B 931017,181.44,-83.11,301.48,-20.37, 9277,49277.05404, 4669.338, 0.65,106.57,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,"Ulysses, PHEBUS/GRANAT",,,"Visual duration estimate of > 2 s, using PREB and TTS data."
2591,4B 931018,241.24,-62.02,323.63,-7.2, 9278,49278.24624,21274.778,17.27,105.12,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,,Occultation step (decay) at ~T+600s in LAD 1 (solar activity).,,"Visual duration estimate of > 0.6 s, using TTS and DISCLB."
2592,4B 931019-,58.22,16.44,173.6,-28.08, 9279,49279.40657,35127.962, 8.58,90.31,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,,Occultation step (rise) at ~T+100s in LAD 6 & 7.,,"Visual duration estimate of  16 s., using gap data."
2593,4B 931019-,242.92,-18.7,355.17,23.27, 9279,49279.76568,66154.906, 1.66,113.03,N,N,   2.000,  71,  1.7230,  0.2680,   0.8320,   3.698, 143,  1.5620,  0.1320,   1.0240,   6.423, 286,  1.4460,  0.0650,   1.6640,   9.216, 0.389,    1.408,  29.888, 1.094,   -0.320,0.00000074088,0.000000021278,0.00000071792,0.000000025261,0.0000012064,0.000000071337,0.000001644,0.000001123,,Ulysses rate increase,Occultation step (rise) at ~T-450s in LAD 0 & 2 (bg source).,,
2596,4B 931021-,211.51,-27.07,322.76,32.91, 9281,49281.37262,32194.714,19.74,127.6,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,,Occultation step (rise) at ~T-750s in LAD 0 & 2 (bg source).,Location Derived using only max rates,"Visual duration estimate of > 1 s, using PREB, TTS, DISCLB data."
2597,4B 931021-,85.89,30.82,178.16,0.6, 9281,49281.54192,46821.978,10.55,143.52,N,N,   1.636,  66,  1.6250,  0.2530,   0.0000,-999, 132,  0.8830,  0.1140,   0.1280,   0.740, 242,  0.2710,  0.0510,   0.2560,   0.136, 0.011,   -0.046,   0.256, 0.018,   -0.078,0.0000000025673,0.0000000017087,0.0000000077563,0.0000000017259,0.000000050127,0.000000004553,0.000000046502,0.000000083025,,,Phosphorescence spike at ~T+225s in LAD 4.,,
2598,4B 931021-,345.94,-12.11,58.4,-60.64, 9281,49281.92575,79984.986, 1.74,87.58,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval. Limited data available.,,,,"Visual duration estimate of > 28 s, using TTS and DISCLB data."
2599,4B 931022,249.06,8.36,24.52,33.79, 9282,49282.41678,36009.946,11.72,112.85,N,N,,,  1.8790,  0.3010,   0.0000,,,  0.7800,  0.1280,   0.0640,,,  0.3090,  0.0580,   0.5120,   0.064, 0.011,   -0.079,   0.176, 0.062,   -0.193,0.0000000043734,0.0000000020323,0.0000000028408,0.0000000016894,0.000000054765,0.0000000057469,0.00000076941,0.00000016452,Data gap during burst accumulation interval.,,,,
2600,4B 931023,4.19,74.17,120.53,11.46, 9283,49283.17628,15230.362, 1.07,88.51,N,N,,,  1.4530,  0.2460,  11.3920,,,  1.3800,  0.1200,  11.5200,,,  1.2120,  0.0580,  12.2240,   9.792, 0.231,    9.024,  31.808, 1.214,    0.640,0.00000067581,0.000000021114,0.0000013113,0.000000024987,0.0000022467,0.000000062767,0,0.00000049668,Data gap during burst accumulation interval.,,,,Data gap from T+69 to T+85 s.
2603,4B 931024,137.63,-8.49,238.49,25.76, 9284,49284.56191,48549.018, 0.53,142.01,N,N,   2.241,  66,  3.3960,  0.3560,   7.1040,   4.254, 132,  3.1920,  0.1750,   7.2960,   6.178, 264,  3.0640,  0.0870,   7.4880,   9.408, 0.091,    6.400,  24.704, 0.326,    2.560,0.0000019472,0.000000025191,0.0000025951,0.000000032544,0.0000035815,0.000000080722,0.0000012652,0.00000074604,,Ulysses rate increase,,,
2606,4B 931026,51.36,-10.56,195.88,-50.2, 9286,49286.4833,41757.338, 0.48,125.52,N,N,   2.115,  66,  2.5620,  0.2980,  69.9520,   3.920, 132,  2.3780,  0.1460,  70.0800,   5.670, 264,  2.1170,  0.0710,  65.3440,  47.232, 0.181,   25.664, 134.688, 1.145,  -37.888,0.0000031856,0.000000046963,0.0000053925,0.000000059616,0.000019188,0.00000015412,0.000057686,0.0000019427,,Ulysses rate increase,,,Includes significant pre-trigger emission.
2608,4B 931030-,34.14,9.27,155.41,-48.16, 9290,49290.30931,26723.994, 6.53,118.05,N,Y,   1.279,  66,  1.0920,  0.2210,  14.2080,   2.033, 132,  0.9020,  0.1070,  14.2720,   2.125, 264,  0.5300,  0.0500,  15.9360,  15.552, 0.143,   -0.320,  29.472, 1.145,  -10.240,0.00000025093,0.000000024879,0.00000025857,0.000000027899,0.00000034412,0.000000065982,0,0.00000053794,,,Occultation step (rise) at ~T+50s in LAD 5 & 7.,,
2609,4B 931030-,326.41,58.24,100.46,3.72, 9290,49290.33938,29322.202, 0.55,84.06,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,Ulysses rate increase,Occultation step (rise) at ~T+200s in LAD 1.,,"Visual duration estimate of > 45 s, using TTS, MER, DISCLA gap data."
2610,4B 931030-,258.58,33.47,56.67,33.83, 9290,49290.79104,68345.754, 5.89,97.35,N,N,   1.658,  66,  1.3530,  0.2460,   1.0240,   2.971, 132,  1.3140,  0.1200,   1.0880,   2.727, 264,  0.8710,  0.0560,   1.2800,  30.848, 1.547,    1.536,  48.704, 4.608,   -0.064,0.00000013817,0.000000019828,0.00000016606,0.000000016888,0.00000069813,0.000000049285,0.0000053002,0.0000010412,,,Occultation step (rise) at ~T+100s in LAD 0 & 1.,,
2611,4B 931031,325.1,62.73,102.92,7.54, 9291,49291.17124,14795.354, 0.32,89.93,N,N,,, 35.0500,  0.8930,   0.6400,,, 32.2900,  0.4290,   0.7040,,, 19.5340,  0.1700,   1.0880,   1.088, 0.051,    0.462,  12.212, 0.064,    0.168,0.00000098156,0.000000018619,0.0000013698,0.000000021139,0.0000064384,0.000000058176,0.000018756,0.00000074151,Data gap during burst accumulation interval.,"Ulysses rate increase, DMS rate increase",,,
2614,4B 931101-,238.32,0.78,9.58,39.08, 9292,49292.13218,11420.57, 2.72,75.12,N,N,,, 10.4860,  0.5150,   0.0640,,,  5.8940,  0.2000,   0.1920,,,  1.6290,  0.0660,   0.8320,   0.088, 0.011,    0.019,   0.296, 0.057,   -0.021,0.000000042605,0.0000000026927,0.000000056713,0.0000000033413,0.00000033378,0.000000010792,0.0000024279,0.00000017977,Data gap during burst accumulation interval.,,Possible soft precursor at ~T-100s.,,
2615,4B 931101-,132.58,-2.05,229.47,25.13, 9292,49292.9678,83618.202, 5.64,153.17,N,N,   1.682,  66,  2.0480,  0.2710,   0.0000,-999, 132,  0.5040,  0.1050,   0.1280,   0.481, 264,  0.1380,  0.0480,   0.9600,   0.012, 0.006,   -0.052,   0.028, 0.009,   -0.060,0.000000002844,0.00000000076204,0.0000000051433,0.00000000094617,0.0000000279,0.0000000029906,0.00000013932,0.000000071943,,,Bg source modulation in LAD 6.,,
2616,4B 931103-,319.1,4.16,55.45,-29.45, 9294,49294.26461,22862.49, 4.58,78.63,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,,,Location Derived using only max rates,"Visual duration estimate of > 0.4 s., using TTE data."
2617,4B 931103-,87.88,65.05,148.37,18.44, 9294,49294.68452,59142.618, 0.31,134.18,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,"Ulysses rate increase, DMS rate increase",,,"Visual duration estimate of > 35 s, using DISCLB,TTS, MER; and DISCLA gap data."
2619,4B 931106,196.75,-3.13,310.61,59.51, 9297,49297.8556,73924.25, 1.11,146.6,N,N,,,  0.9460,  0.2310, 100.6080,,,  0.7360,  0.1120,  91.8400,,,  0.6650,  0.0550,  91.9040,  36.288, 0.500,   78.656, 152.064, 1.002,    2.496,0.0000014816,0.000000044313,0.0000019959,0.000000044452,0.0000038791,0.00000010591,0.000013003,0.0000014257,Data gap during burst accumulation interval.,Ulysses rate increase,,,
2620,4B 931108,59.64,-6.35,196.62,-41.01, 9299,49299.95252,82297.498, 2.66,117.89,N,N,,,  1.4870,  0.3710,   0.2560,,,  1.3580,  0.1830,   0.2560,,,  1.1870,  0.0900,   0.5120,   6.016, 0.264,    0.832,  18.880, 2.376,   -0.832,0.00000046149,0.000000042962,0.00000054495,0.000000038082,0.0000010653,0.000000074832,0,0.00000051385,Data gap during burst accumulation interval.,,Intense bg source modulation in LAD 6.,,
2621,4B 931109,110.68,39.51,178.79,22.55, 9300,49300.65067,56218.074,12,149.95,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval. Very limited data available.,,,,"Visual duration estimate of ~ 1 s, using DISCLA gap data."
2623,4B 931110,217.59,-21.81,331.44,35.53, 9301,49301.7181,62043.674, 3.85,88.61,N,N,,,  3.0570,  0.3030,   1.7920,,,  2.1890,  0.1370,   1.9200,,,  1.4520,  0.0620,   0.8320,   1.792, 0.091,    0.384,   3.392, 0.143,   -0.064,0.000000065984,0.000000014025,0.00000017376,0.000000016475,0.00000096195,0.000000046962,0.00000012918,0.00000038855,Data gap during burst accumulation interval.,,Occultation step (decay) at ~T+800s in LAD 0 & 2 (bg source).,,Data gap from T+147 to T+149 and T+233 to T+353 s.
2628,4B 931112,311.51,55.95,93.19,7.98, 9303,49303.78187,67553.306, 0.53,126.26,Y,N,,,  7.5700,  0.3970,   4.7360,,,  7.1070,  0.1930,   4.8000,,,  6.0450,  0.0910,   5.0560,   1.728, 0.091,    3.200,   5.888, 0.091,    0.064,0.00000040094,0.000000014207,0.00000083671,0.000000014521,0.0000026431,0.000000034841,0.00000043686,0.00000021524,Data gap during burst accumulation interval.,Ulysses rate increase,Occultation step (decay) at ~T+750s in LAD 0 & 1 (bg source).; Occultation step (rise) at ~T-750s in LAD 5 (bg source).,,
2632,4B 931113-,97.13,29.78,183.79,8.59, 9304,49304.73782,63747.29, 2.36,82.43,N,N,,,  2.4250,  0.3120,   0.1920,,,  1.9440,  0.1480,   0.3200,,,  1.1220,  0.0660,   0.8320,   0.480, 0.025,    0.093,   1.443, 0.093,   -0.256,0.000000068192,0.000000012585,0.00000013259,0.00000001442,0.00000030307,0.000000039971,0.00000030409,0.00000044547,Data gap during burst accumulation interval.,,Occultation step (rise) at ~T-250s in LAD 4 & 6 (bg source).,,
2633,4B 931113-,107.82,-46.8,257.67,-16.24, 9304,49304.96344,83241.37, 7.24,127.05,N,N,   1.310,  71,  1.2020,  0.2600,   0.0000,   1.315, 143,  0.7080,  0.1200,   0.1280,   1.413, 286,  0.3710,  0.0550,   0.2560,   0.672, 0.072,   -0.704,   1.408, 0.091,   -1.280,0.000000025133,0.000000017933,0.000000013358,0.000000018167,0.00000023347,0.000000052578,0,0.0000008373,,,Occultation step (decay) at ~T+200s in LAD 6 & 7 (bg source).,,
2634,4B 931114,29.04,-39.97,260.8,-71.44, 9305,49305.21754,18795.162, 2.54,79.43,N,N,,,  1.4670,  0.2640,  11.5200,,,  1.3740,  0.1290,  11.5840,,,  1.1200,  0.0630,  11.9040,  12.288, 0.500,    2.496,  58.656, 1.846,  -33.792,0.00000091205,0.00000003597,0.0000011228,0.000000040593,0.0000021778,0.00000010919,0.0000045635,0.0000017153,Data gap during burst accumulation interval.,,Event rides on magnetospheric activity.,,
2636,4B 931115,64.29,25.32,170.88,-17.85, 9306,49306.6899,59607.194, 2.74,88.47,N,N,   0.885,  66,  0.8630,  0.2330,   0.7680,   1.458, 132,  0.7640,  0.1140,   0.8320,   1.723, 264,  0.5790,  0.0550,   0.9600,  14.464, 1.134,    2.752,  31.296, 0.746,   -0.256,0.00000025555,0.000000023562,0.00000045871,0.000000026141,0.00000066897,0.00000006597,0,0.00000044521,,,Occultation step (decay) at ~T+580s in LAD 5 & 7 (bg source).,,
2640,4B 931117,348.99,-44.14,345.11,-64.37, 9308,49308.91376,78949.018, 3.87,100.8,N,N,,,  1.2940,  0.2190,  14.5280,,,  1.1050,  0.1070,  12.8640,,,  0.8900,  0.0510,  14.5920,   2.688, 0.202,   12.800,  25.984, 2.503,   -0.192,0.00000028934,0.000000023178,0.00000027702,0.000000020639,0.00000055322,0.000000056775,0.000002405,0.0000010596,Data gap during burst accumulation interval.,,,,Data gap from T+69 to T+189 s.
2641,4B 931118,20.05,-6.16,142.29,-67.94, 9309,49309.48041,41507.482, 5.96,126.97,N,N,   0.557,  71,  0.6780,  0.2240,   0.3200,   0.601, 143,  0.4220,  0.1070,   0.0640,   1.126, 286,  0.3790,  0.0530,   0.0640,   1.152, 0.453,   -0.576,   2.304, 0.859,   -0.960,0.00000025918,0.000000032161,0.00000029153,0.000000031321,0.00000038984,0.000000079571,0.0000019546,0.0000013779,,,Occultation step (rise) at ~T-230s in LAD 7 (bg source).,,
2649,4B 931120,319.67,23.03,72.07,-18.2, 9311,49311.78429,67762.586, 4.62,168.27,N,N,   2.045,  66,  2.4580,  0.2760,   0.0000,   1.250, 132,  1.3550,  0.1210,   0.1280,   1.330, 264,  0.3530,  0.0520,   0.2560,   0.128, 0.091,   -0.064,   0.256, 0.091,   -0.128,0.0000000090389,0.0000000017284,0.000000019193,0.0000000018229,0.000000057026,0.0000000048098,0.000000092153,0.000000097902,,,Occultation step (decay) at ~T+700s in LAD 0 (bg source).,,High time resolution data not available.
2660,4B 931126-,157.28,70.08,138.52,42.48, 9317,49317.19915,17206.682, 3.02,103.68,N,N,,,  1.0410,  0.2350,   3.3920,,,  0.9300,  0.1150,   3.5200,,,  0.8140,  0.0570,   3.7760,   6.464, 0.345,    2.944,  16.896, 2.057,    0.704,0.00000048701,0.000000016262,0.00000062648,0.000000019487,0.00000079451,0.000000048546,0,0.00000034112,Data gap during burst accumulation interval.,Ulysses rate increase,Occultation step (rise) at ~T+360s in LAD 6.,,
2661,4B 931126-,3.29,-17.4,78.7,-76.86, 9317,49317.81365,70299.738, 0.22,77.58,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,"Ulysses, DMS rate increase, PHEBUS/GRANAT",,,"Visual duration estimate of > 15 s, using TTS, DISCLB; and DISCLA gap data."
2662,4B 931127,250.81,-23.07,356.7,14.82, 9318,49318.03483, 3009.690, 1.59,127.71,N,N,   1.691,  66,  1.8230,  0.2940,   1.7280,   2.887, 132,  1.5120,  0.1430,   1.2160,   4.814, 264,  1.4600,  0.0700,   1.7920,   6.336, 0.264,    1.664,  16.128, 0.854,    0.320,0.00000039692,0.000000023329,0.00000058325,0.000000027259,0.0000019524,0.000000071408,0.0000011378,0.00000070305,,,,,
2663,4B 931128-,110.14,-50.66,261.99,-16.33, 9319,49319.21379,18471.578, 2.28,73.59,N,N,   0.881,  60,  0.8630,  0.2300,   0.8960,   1.268, 121,  0.6510,  0.1120,   1.0880,   1.843, 264,  0.4710,  0.0540,   1.7920,   5.376, 0.345,    1.024,  12.224, 1.581,   -1.280,0.00000029014,0.000000032085,0.00000045938,0.00000002759,0.00000091444,0.000000072465,0,0.00000047921,,,Occultation step (rise) at ~T+300s in LAD 2.,,
2664,4B 931128-,293.33,80.88,113.02,25.12, 9319,49319.32824,28360.346, 3.44,127.07,N,N,,,  0.7020,  0.2160,   2.1760,,,  0.5420,  0.1040,   2.8160,,,  0.4470,  0.0520,   3.1360,  12.480, 0.689,    1.600,  35.168, 2.243,   -3.072,0.00000040229,0.00000002979,0.00000053455,0.000000033518,0.0000012832,0.000000089371,0.0000023194,0.0000013961,Data gap during burst accumulation interval.,,,,
2665,4B 931128-,142.64,18.21,212.86,43.11, 9319,49319.71126,61452.89, 1.57,85.61,N,N,   1.578,  71,  2.1020,  0.3100,   1.6000,   2.851, 143,  1.9860,  0.1540,   1.6640,   3.594, 286,  1.8520,  0.0760,   1.7920,  10.432, 0.898,    1.984,  30.592, 2.435,    0.320,0.0000007476,0.000000021295,0.00000086557,0.000000026117,0.0000013567,0.000000073693,0.0000032262,0.0000012014,,Ulysses rate increase,,,
2671,4B 931203,6.52,24.53,115.61,-37.98, 9324,49324.0431, 3723.930, 6.39,96.07,N,N,   0.546,  71,  0.5220,  0.2030,   0.1280,   0.829, 143,  0.3790,  0.1000,   1.4080,   1.269, 264,  0.2910,  0.0490,   1.4080,   9.344, 1.319,   -1.792,  31.456, 5.976,   -5.120,0.00000023713,0.000000021256,0.00000034986,0.000000024172,0.00000024691,0.000000059473,0,0.00000050698,,,,,
2676,4B 931204-,250.15,38.23,61.32,41.3, 9325,49325.40845,35290.266, 0.18,107.55,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data gap during burst accumulation interval.,"Ulysses, DMS rate increase",,,"Visual duration estimate of > 47 s, using MER, TTS, DISCLB data."
2677,4B 931204-,221.18,-72.72,311.21,-11.69, 9325,49325.60781,52514.97,10.32,92.08,N,N,,,  0.9070,  0.2390,  -0.1920,,,  0.6210,  0.1150,  -0.1920,,,  0.5180,  0.0560,   0.1920,   0.896, 0.264,   -0.448,   2.176, 2.371,   -0.896,0.000000099363,0.000000018272,0.0000001389,0.000000019015,0.00000026272,0.00000004719,0.0000011304,0.00000075559,Data gap during burst accumulation interval.,,,,
